hash,purity,mistral,gemma,deepseek
04ca738c981bafb67fdb2ae01dc40c4774583923,none,failed,floss,floss
04ea30ebd9309331045903054e6dcc7d4e7edc09,none,floss,floss,floss
04ead9a56520d24008f1cd1a3057d75fb44411ae,false,floss,floss,floss
04f49c29e639bbaa48eff77a348c48cc483192b8,none,failed,floss,failed
04fa0e9cc7fbfc117948d60a3ad8bfab0b0060ba,none,floss,floss,floss
050a0039573c63393678be3d9fff3f8fa780f36d,false,failed,floss,floss
050d07919477023eed4c6d017a0bbe3fd5f1c928,false,floss,floss,floss
050d129179b99fa88d25a65afed78d0fedb24f1e,none,pure,floss,pure
054404ba43d2e673adbd3da0317ed17b5c91701e,false,floss,pure,floss
05570fe5d338319807e23b91734e2fa6fa638f55,none,floss,floss,floss
0558defd2215696cee0768ce2bf2cb4da56efc42,none,floss,floss,failed
055a98ebf1d9e9fa8cc349024c94384d715fcfb3,true,floss,pure,floss
055c095a56b666b228e023829c847760fd44d622,none,floss,floss,failed
055cabc36c56faeb27158db9f0bd51275787cb7a,false,pure,floss,floss
05605658bf9f72a9412760cba244be5fa077d217,none,floss,floss,floss
05740ec5d53cd734671e8fa9cde035b75382e02c,false,failed,floss,floss
057aadfd7cdf2eb7bb8c0d008c1579d8d36dffb8,true,pure,pure,floss
058a4044d614a7bed2db9412a118fba3142f322b,false,floss,floss,floss
058a6ac0e444512f7306097a2f8302690629c2ee,false,floss,floss,floss
058ed513495b219e3615b0639d1ed8ea6aa1f447,true,floss,floss,floss
059ebc72c2e58bb96e586bda797e55ed43a806c9,none,floss,floss,floss
05a255c1f71b8c1f56c6bdf6ed29d613bcfb3e7d,none,floss,floss,floss
05aa55bd61e508f9b7fb5209d3d272e1fdf0241b,none,floss,floss,floss
05afe9da9230c7aecc17f6c3d16a53b8c4d09fb3,none,failed,floss,floss
05c014c412254b961a64a96f726489c1b00ad3b2,none,floss,floss,floss
05ca1ff087694ca6e1b99f5d2b12ac13a7198082,none,floss,floss,floss
05ca6d05439a157a89d892e0e00226291e2c3cb5,false,failed,floss,failed
05d5071b9b19fb31ec76687942742e96093e4616,none,floss,floss,floss
05d8ffdabb60d85d41ff943c3703ebe234817cc6,true,floss,floss,floss
05dbea9329d1fdca61dc557b87de9c8d352b8c9b,false,failed,floss,floss
05e14fc6b81918a5e581940f119246c828d50a65,false,pure,floss,pure
05f480fec0fb1e5a92bd85402a541fa99d815f70,false,failed,floss,floss
05f4f7a71c8cad07149beaf98da823ff6f3991b2,none,floss,pure,floss
05fdbfeff89736a3f16ad52d04383ebc03d23bfe,true,pure,pure,floss
0602084f62590803358fdf1d98d9a4cc7ed5315b,false,failed,failed,floss
0612d94092ebffa8733bb84097c5cd896dd5059c,none,floss,floss,floss
06209037ea56b5a2a49615a99f1542d6ea1b2947,false,floss,floss,failed
062146fc8b90c94c70d25834a2d90cee332bdb30,false,floss,floss,failed
0626be8667aefdcf50a051471f83da90bbae9bcf,none,floss,floss,failed
062753ab5e39a0e172d2ad617cb57d0035236eea,none,floss,pure,floss
0630f46897f6408432cb37c9ff8ca1e053a40bc0,true,floss,floss,pure
063dd2ad03e30263b45167615cddb69dd9189584,false,floss,floss,floss
063f0e52f3e6ae46b3098b833eed9a391b1af960,none,floss,floss,floss
064698b69fcf406ab78f435f39c2a0e205f14b5d,none,failed,floss,floss
064726d9f9fb7c38a252fc9c4fe2b7cf645eade0,false,floss,floss,failed
064ac93da28e61ca87f6cbc81cece3c6243dc489,false,failed,floss,failed
0663eb2a1301f7622f017496c5983789b1cbae38,false,floss,floss,failed
067198e145e9558675689c84043ad7ab00c39d1b,false,floss,floss,floss
0685ccdda0dc1ff27b8503867b11fe22cbf64519,true,pure,floss,floss
06960d752ab6748ee87ac6743f0d34004e73468a,true,floss,pure,pure
06a2ce5865338c8f889f6543892a437be0ae2f0e,false,floss,floss,floss
06b792a8b54a8a25477fbe8da0a9b1be274be344,true,floss,floss,pure
06c12cf9b4eafceeff7e49f7df4e58548b088fec,none,floss,pure,floss
06c130e3cb85577041b475084400c08c505d8f9e,false,floss,floss,floss
06d4fcd713fdb0f40b641eb71c62f46c6e941b5e,none,floss,floss,floss
06d7ba2804f6785a8d19e70b707de35417c68cc2,none,pure,floss,floss
06da35fdda32781e620d5d28c514ee480212a108,false,floss,floss,floss
06db7c91ca00b4873d1f63f6bdbbe79adab8e739,none,failed,floss,floss
06e0260905690735485d8ecc93ad5700cb2c1a81,false,failed,floss,floss
06eae85dd6785f377f1962d427590eb1347b92a4,false,floss,floss,failed
06eff68e222cd67774d53e74bebacd7af25595d3,none,floss,floss,floss
06f2e8337fb2abf56d74e77e2ea62dbdf0e37c39,false,floss,floss,failed
0706d32b0bd478160deb0143deb9811d49050b10,none,floss,floss,failed
071badb3540c1d0b2bf125865c8009612172c99a,false,floss,pure,floss
0721f9e57a8714906e1c0c4bfb1c77730f09c621,true,floss,floss,pure
072c079e732f2cac3c86d0f0d636d7ec8815dd7e,none,floss,floss,floss
07342afbab53154f50c49bac33e91790cfa65c91,false,floss,floss,floss
07346f005bce0371cdb5a1349c709f17d8c98876,none,floss,floss,floss
073b5b7b39af903f7bf59d57ae19525d84221ca7,none,floss,floss,pure
0745968b49e7eefc625942ea29933760e8cf34bd,false,failed,floss,floss
07468b234bf0144f895659eedfdb1dea1880f3d3,none,floss,floss,pure
075af44c424afef544e4cb88fc42fae471a87ce2,none,failed,floss,floss
075d78b9609dd4adba707b05b96b985a47ec3b15,false,pure,pure,floss
0760f598ecadfb225dcece6f7cf4a2a50f951a64,none,floss,floss,floss
0762f34f18effeff57fc3697df176e73605c079a,false,failed,pure,floss
0775aa8ef2f5ebdab88b97f8d57637bce343aa71,true,floss,floss,floss
077e40434fbbb77d71df6987ffdd0865a229fc56,none,failed,floss,floss
077f38ea1352ed90a57d0b3b0fa825ccfb0dbbf0,none,pure,floss,pure
07893d704598f7cbbc316c9a65a8c415e5404dfa,false,floss,floss,floss
0789cacd45ede31bf966db59f9fa60cb141e7abc,none,floss,pure,floss
0790e0ef923c9d3c40b1358d586667f9e9c37923,true,floss,floss,floss
0793e569b4ae5f3a74fbff272fed8ef8332f0557,false,failed,floss,floss
07ac6bd6d942b87e4615aa4fec61a0aa91c7451b,true,floss,floss,floss
07b1117a20f08a74a7eb5b2ff992fed2680816d1,none,failed,floss,failed
07b76f491058b6c6b3440d03e66d1efd47e998ce,none,floss,floss,floss
07b7a4b334b9c9b93a11928a6009103ec5ba43ea,false,failed,floss,floss
07c8efbd1e80bfa5747015009ef6e817b86d9973,false,failed,floss,failed
07d269928d5e9acbee6eda7a525e66d9a806f19d,true,floss,pure,floss
07d3028d10d0a3a1ddb4e5d1e8d43900f7219825,none,failed,floss,failed
07d303432462aab3be3adf1e138611383352ab84,false,failed,pure,floss
07f24b8aa8745f6adb9f772a0a06f84bce7e4a99,none,failed,floss,floss
07fbd8ee6042797aaade90357d625ba9d79c31e0,none,floss,floss,floss
08137e2c49a030a8dedb511af14f779e12b5f6a0,true,floss,floss,pure
0820ac014ea78d127cfa093c676a22924facfa94,false,failed,floss,floss
084125ca3c3dfc7bf5b08ec95097de2e03bfc0df,none,failed,floss,floss
084d0e39620ab8b472aad462c763a4a3bc80da68,none,floss,floss,floss
085ce11d9cb7905d69914052fb86576805db8f01,none,failed,floss,failed
0860667356fb8415250ee790aaf7cf1118076f1c,false,floss,floss,failed
086949c8fb2204bfa51e989b1fb7b8ccc6a3bc39,false,floss,pure,floss
08746b9fb29146d821162ab31e88bbaa373db51a,false,floss,floss,floss
08848e7956f5fd08525a08498205637b2652f2a7,none,floss,pure,floss
088edabb31a90cd607f3c6a3123effce5703c817,none,floss,floss,floss
08a0eecbe1891b6ee9fbd0bd0580674ae1d46119,true,floss,floss,floss
08a2e48e301677a3a3363990659f138e1235530a,true,floss,floss,floss
08b34657604bf9c0bb9a6eaa2971904e89564a77,none,floss,floss,floss
08bb1df76fd73c788d7411ca6f31c18d73774d0b,none,floss,floss,floss
08cc853fa8e8e447268ecde3c18f4f980508c11f,false,pure,pure,floss
08cd31de6e829a5a592e65e36ba92c99a48c12da,none,failed,pure,floss
08d100176d1b616f28e3c4ee8468fa5c4e418f40,none,floss,floss,floss
08d6ee36f9418a1aa95263b601c9d74544223346,none,floss,floss,floss
08df0b8604cd34c4f1fb384f9f6eaba86203d116,false,floss,floss,failed
08e0776108e9f3f9711ffcdacaeefd4f1f318057,none,floss,floss,failed
08e16a2b1c6f3fa8188b60f8c9befd352b363942,none,floss,floss,failed
08ed19078d79476da95500a059366eeaf3a47489,none,floss,floss,failed
08ed845b49ad6588716b87fd4ff8f4230194ffa3,none,failed,floss,failed
08eef357b155a0044c96d1f83da5e57661f8ff5f,false,failed,floss,failed
09045ada9a890a2451ff923b2155ebd963538421,false,failed,floss,failed
090a84505a3e3aacd29648b25b16399ae9ea11f9,none,floss,floss,failed
091e63849680bed203d1d80ccdf56e8857b866b8,none,floss,floss,floss
09214d252b99a0885292d0fc46bed3ff1b702b94,none,floss,floss,floss
0922e258a4963a1e199c23f6c7556d6bfb031a85,false,failed,floss,floss
092dcd74eba77dbd5336ef2d3e66736c390ed50a,none,pure,floss,floss
092e8b9cd51d22246f69e3a4fb192cb7be1b7e0c,true,floss,floss,floss
0932ed670c66ca2f8c5dc1450b85590738b773c9,false,failed,floss,floss
0938a31b6dddaa86dc1f8b7249a43f63f72a7583,false,floss,floss,floss
095a776e9f4e2de42517531c971122b608f847bc,none,floss,floss,floss
0967426cdde87eadbc0c8ce4b71a7104ffa75596,none,floss,floss,floss
09741b02863b138846f3747a19dc40a3518b9aa0,none,floss,floss,floss
09748e08b06a35701523cf3457ceacae190fb334,false,failed,floss,floss
0979b765ff0159436b6169cdeacbceb6db39be09,none,floss,floss,floss
09890c1da9abd8638120af9ffb34846b1e7f5c5a,none,floss,floss,failed
0998c561009bd1e863216326f1a745ab1dfb6ca4,true,floss,floss,floss
099b0d6a0d129c5e1988246b6450411417e6c424,none,floss,floss,floss
099bb1ce5950cf9986b5e93d44bcbe5291a814c3,none,failed,floss,floss
099be0b214ef03ddf058758696ab68aafd52a9e0,true,floss,pure,floss
099cd16accd059c0272559d04ecd5ea2efd066b8,false,floss,floss,floss
099f04e609487a4e01b2e21758593a820869f8d9,true,floss,floss,floss
09a14fba7a9536fbed913bb34574d9cbf343e9ac,none,floss,floss,floss
09ad7df83d12a3d80757bb10407506ff887a08d8,none,floss,floss,failed
09aee18b06116f0c0f6e051bb2e0ba601bd4191e,true,floss,pure,floss
09b282d1fdd7d6d62542137003011d144c0227be,none,floss,floss,floss
09b4f448e2f9a7b4eeda8040bd8bb1893441aa57,false,failed,floss,floss
09b7d5e14e1de743ec74bc9f1da307b0118488ff,none,floss,floss,floss
09bd2ca251da7c44ed4c2c355cbd168b5eba8819,none,pure,floss,floss
09c0f5dfc236be3ae1e88e67833073943fae1991,none,floss,floss,floss
09ef745ae1df582ec00766c44e018b5230bdb6be,none,floss,floss,floss
09fc45feb9e3d7816dd19dd6eda0dfda92b61a10,false,floss,floss,floss
0a03819acf6ab87f356d07626189d26d3ec4fa35,false,floss,floss,floss
0a08525ad236f78df05c854dead62f300eae271d,false,floss,floss,failed
0a217a439eae979eb99579baab1231cb377e95c6,false,failed,floss,failed
0a2aab8c59d43486bb497c09a1b44c986db4fe78,false,floss,floss,failed
0a2ebd4b4585456d8fb2f481f798750fffacf0bd,false,failed,floss,failed
0a330744c5b6f3b1a49e8988ccf1f6ac748340f5,none,floss,floss,floss
0a4b1667bee674f7c0a22057cbdab97e368a20d1,true,floss,floss,floss
0a4db4771a67895fc3c17555e5901bba8975df20,none,failed,pure,pure
0a4e646283ab794b7d518ff48d821c610cf7a65d,none,floss,floss,floss
0a5d3fe9888fd5327a8b68c3bd0da58c70e0d5a9,none,floss,pure,floss
0a5e2204ce74390bfbeb3fa3d74914cf47a13258,none,floss,floss,floss
0a6f99924e2c76f2ed15fc2fe7f440f65c642a7c,true,floss,floss,floss
0a72e933224f5c8df28aab709db27d2a98f0e572,none,floss,floss,failed
0a79f9f5c970dcb8265814cd5dc361eb2d4bec6b,false,floss,floss,failed
0a81fd30a03d46f7f6ece89824a16428adc08f80,none,failed,pure,floss
0a88016ae14b6653b20a8caab5ee7c9d836a511f,false,floss,floss,floss
0a880a7eecadf803f8ab91b1b487c167d91c36f0,none,floss,floss,floss
0a88284e24beda7bb611ce030502fb521b6b5567,none,failed,floss,floss
0a9137f7358dae1bbec312905890ad75d0cb35bb,none,failed,floss,floss
0a9cd3b0005bb3500678e837d71a8bb92afc3fdd,none,failed,floss,failed
0aa7c87774931cef4b8d3b1f805b0d228a69bd4b,none,pure,pure,floss
0abd6f776544bbf1cf8dfda25e14a5132c6c3d06,none,floss,floss,floss
0acd1fc1a16842555b189ef9a9d0ffd3d1258d69,false,floss,floss,failed
0ad848da6e390a6cdee8af756be4631d3e179260,true,floss,floss,floss
0ada0f0c73a8d2b04ad8d81cdbfe7d62a7a0477f,none,failed,floss,floss
0ae7d4ddd2c565773260d69e68d36f8558cdc3f4,none,floss,floss,floss
0af7167741893554d9acbbba5c7fbe635d2757b0,true,floss,pure,pure
0af86e924aaa4557d0ef8e690c0373f435c949da,false,floss,floss,floss
0afff62cb1e2ed355f29f7a6544ff03b705cffb4,none,failed,floss,floss
0b024834549c53512ef18bce89f60ef9225d4819,true,floss,floss,pure
0b2a2586fb7bb88cb47b3c71fbc744df54ae9a34,none,floss,floss,failed
0b35b0a18ef72e5e04918441faea61d2badefb7d,false,failed,floss,failed
0b384272033ba0a62f151fae7af4f4ea12c53af7,false,failed,floss,failed
0b38c44840fb599a2981ccf57806a26fb3cb7c99,false,floss,floss,failed
0b42b0e76267aa4101b1634bd5d96c9b85997b56,none,floss,floss,failed
0b452a48301da2653deb1dc4eed75aa7f1df4c35,false,floss,floss,failed
0b4bdefe2e10976ad089259db152eecb70d60331,none,floss,floss,failed
0b4fb0448bcd01fc15d3a9d0a2b5889a9bc5a585,false,failed,floss,failed
0b52e4c6418e1a8724554df41973cc8dda09d6f3,none,failed,floss,failed
0b53c164d7ef24ef43b105fbca8860db3c28252b,none,failed,floss,failed
0b5b5d6d1598004093fbaffb821a89edc44f11f1,none,failed,floss,failed
0b78831ffa9c9e21fec611b962e198e31cf21f3d,none,pure,floss,floss
0b9b70aa459cf712a98d769bcd895e09ef060d01,false,failed,floss,floss
0ba2c1df9bf6614f4e17c8a30f3036429ded9ade,none,pure,floss,pure
0ba5cf12b9e1b7558ccf0c3a8bbd663f028024ce,false,floss,floss,floss
0ba9ffc6e8a16ae3397eb0f7b4996c6cb4446db4,none,floss,pure,floss
0baa47fdc29fa6670a8a3560099e231d57a15580,false,floss,floss,floss
0bb37a029e21fa17dba485ca9d38bb07ca5a3809,false,failed,floss,floss
0bb63714f86cb3df1c329d676d42ba48a33fba2b,false,floss,floss,failed
0bb69a45ac7056b080b654e9761cc320e0dfc2e1,none,floss,floss,floss
0bbf0862a29587d6ca4ac134ce03b9a390d5c771,false,failed,floss,floss
0bdbc2904e663f90142919ced411519bb2caeaa0,none,floss,floss,floss
0be03279bc7185161db9ed0a625c6ad53f126411,none,failed,floss,floss
0befbc127d2cc8a91cca2aa833b4e6dc8cc0c63e,false,failed,floss,floss
0bf11c47abcd35b68130d7a5b0e0dc85fb5e455e,none,floss,floss,floss
0bfbffc722592de3a90b3f04256847a2182800b2,none,floss,floss,floss
0c11ccb1f849c2758dcbdc3b5cba5e17ecf2c316,none,floss,floss,floss
0c3e38b782caf22717a3cc52e7b061de68c11263,false,floss,pure,pure
0c444a75e79da8c157813a72d61f2b2f86e187ba,none,floss,floss,floss
0c5557490a7266ffacd744ffea407d3d3cdbb6bc,true,floss,floss,floss
0c6924494f111dd0c8b4ae5ffa50cedcba142259,false,floss,floss,floss
0c6bd7a604864d156d10675ab4360eccecbb9a47,none,floss,floss,pure
0c6d3459d7de84d7a17713b3265481768311b396,none,floss,floss,floss
0c71ca2dd47d155621cd45bfc35a87d295a914b2,none,floss,floss,floss
0c7b2664ab95d68c0f8bddcdec165f770b528438,false,failed,floss,floss
0c7eea225b7c04549e92c8c7729bf0e7a04aa5c7,false,floss,floss,floss
0c8696c2ebd52c7f2a92fa7b6b8d5d2005c19d1c,none,failed,floss,floss
0c8dc09696d963bc699a37111022a6a3900b86eb,none,failed,floss,failed
0c9a923fc567b2ee03f37895d422662ed40e54f9,false,failed,pure,floss
0cac7cba4881bd9be33a19cb3baa84eb1d59addf,none,floss,floss,floss
0cad81aeb9ddaf5dad8b2ab9c6ff6955402c9310,false,floss,floss,floss
0cae318870385f0f5d9ac4cfc3dd7a7c076290b0,false,failed,floss,floss
0cc58cdebc81699e111e127aa70e85527a3fbb26,none,failed,floss,failed
0ccf056fa4652147f253d002db7a97bae57e3e65,false,failed,floss,failed
0cd2a2b5b110fcf8bd4aaaa23cf7075fb185e6c7,none,floss,floss,failed
0cd7ba4ad251c391b3ba1d41c3a68b95c608106d,true,floss,pure,floss
0ce341b8238c7303eb22144ff998459f7add5534,false,failed,floss,failed
0ced4fc3d9d94a5602ab2586938660db4fb0499c,none,failed,failed,failed
0cf613a9c7bb83717588fa500f81738409e0b76b,none,failed,floss,failed
0cf7d087f785aa19811c8ccd5b8cdcf538c23b41,none,floss,floss,failed
0cfa2b0c9ea625fd836ae4151926d1dc31665f97,false,pure,floss,floss
0cfb3f6fa59addfd77e040a1824f9fe0513067ec,false,floss,floss,floss
0cfd4434575ea136e56de2dfec09c3929b796a96,false,failed,floss,floss
0d03311afb88ab65e0e593087ec4cd12300a7225,false,floss,floss,floss
0d0610cf1df592382853791ca5f5219b030c5972,none,floss,floss,floss
0d09df354fdf79bcd54720d673c18539ee1dc4b0,true,floss,floss,floss
0d0ad0ab6407fca9ca22b10fb6edb96eaea97992,none,floss,floss,floss
0d1a0de4418c04b468255be4d3cccb48c1e9daf7,none,failed,floss,floss
0d1b4bffd1b75ffb9ecc96f90c4de137847de24c,none,failed,floss,floss
0d1c54f534a3821f1d29205e612f4498ba910e77,none,floss,floss,floss
0d2cab47c9ac5cafa790c0fda9539ba01bf815b5,false,failed,floss,floss
0d35fb627de6415c8f46bce7ddcd2e2bab253409,false,floss,floss,failed
0d464cd25ffbb5734f96c3082f9cc35011de3667,false,failed,floss,floss
0d66e9c6296837d6f473e8e3274d683111aea158,none,floss,floss,floss
0d7412f34f571961e1dac85598fa3758c6c91505,true,floss,floss,floss
0d776ca84056a3ec97219fd657489f84612dd439,false,floss,floss,floss
0d96b6a28a0288862d20edda0de8f2662fdf0ff5,none,floss,floss,floss
0d9c2d147261ee1430e67101387a700dec067bbc,none,failed,floss,floss
0d9dcd466f966e151173c2a808a5cd250c864fef,false,floss,floss,floss
0db0b7403f7a79a6c16b0414f6eeb692e9e17e05,none,floss,floss,floss
0dbe8baa84767e3728bc3b9f14d69ad776ab816e,none,floss,floss,failed
0dbf09cc86a65e9ef6554b785602d2d94db2d12b,false,failed,floss,floss
0dc13e7870b84c67a86163ce72a07ab33681ed06,true,floss,floss,floss
0dd50a6cdc81ec9ff1367238876d476affcf60e2,false,failed,floss,floss
0dd6d32f1fdcdd5d125e380598a13259ac77af2e,false,floss,floss,floss
0dd89e51b7ff388ecb550dccab3c90d8dcae882b,none,floss,floss,floss
0dea65de78684176df63798a675e23e72f2defdc,false,floss,floss,floss
0dfe851d7410ba9a3959fe66f971d140a032c748,none,floss,floss,floss
0dffe3afd7a2fdfb394573aa0d8d06dd90e9fe12,none,failed,floss,floss
0e0fbd5db890a6f976d7e45e6af3516efc2aa076,false,floss,floss,failed
0e133c59ef53c3a92030881045b23e460e93ad1f,true,floss,pure,pure
0e14dcb290d5b3c7acae1da5a64e611e293c7f06,none,failed,floss,failed
