hash,purity,mistral,gemma,deepseek
06da35fdda32781e620d5d28c514ee480212a108,false,floss,floss,floss
071badb3540c1d0b2bf125865c8009612172c99a,false,floss,pure,floss
0721f9e57a8714906e1c0c4bfb1c77730f09c621,true,floss,floss,pure
07342afbab53154f50c49bac33e91790cfa65c91,false,floss,floss,floss
075d78b9609dd4adba707b05b96b985a47ec3b15,false,pure,pure,floss
0775aa8ef2f5ebdab88b97f8d57637bce343aa71,true,floss,floss,floss
07893d704598f7cbbc316c9a65a8c415e5404dfa,false,floss,floss,floss
0790e0ef923c9d3c40b1358d586667f9e9c37923,true,floss,floss,floss
07ac6bd6d942b87e4615aa4fec61a0aa91c7451b,true,floss,floss,floss
07d269928d5e9acbee6eda7a525e66d9a806f19d,true,floss,pure,floss
08137e2c49a030a8dedb511af14f779e12b5f6a0,true,floss,floss,pure
086949c8fb2204bfa51e989b1fb7b8ccc6a3bc39,false,floss,pure,floss
08746b9fb29146d821162ab31e88bbaa373db51a,false,floss,floss,floss
08a0eecbe1891b6ee9fbd0bd0580674ae1d46119,true,floss,floss,floss
08a2e48e301677a3a3363990659f138e1235530a,true,floss,floss,floss
08cc853fa8e8e447268ecde3c18f4f980508c11f,false,pure,pure,floss
092e8b9cd51d22246f69e3a4fb192cb7be1b7e0c,true,floss,floss,floss
0938a31b6dddaa86dc1f8b7249a43f63f72a7583,false,floss,floss,floss
0998c561009bd1e863216326f1a745ab1dfb6ca4,true,floss,floss,floss
099be0b214ef03ddf058758696ab68aafd52a9e0,true,floss,pure,floss
099cd16accd059c0272559d04ecd5ea2efd066b8,false,floss,floss,floss
099f04e609487a4e01b2e21758593a820869f8d9,true,floss,floss,floss
09aee18b06116f0c0f6e051bb2e0ba601bd4191e,true,floss,pure,floss
09fc45feb9e3d7816dd19dd6eda0dfda92b61a10,false,floss,floss,floss
0a03819acf6ab87f356d07626189d26d3ec4fa35,false,floss,floss,floss
0a4b1667bee674f7c0a22057cbdab97e368a20d1,true,floss,floss,floss
0a6f99924e2c76f2ed15fc2fe7f440f65c642a7c,true,floss,floss,floss
0a88016ae14b6653b20a8caab5ee7c9d836a511f,false,floss,floss,floss
0ad848da6e390a6cdee8af756be4631d3e179260,true,floss,floss,floss
0af7167741893554d9acbbba5c7fbe635d2757b0,true,floss,pure,pure
0af86e924aaa4557d0ef8e690c0373f435c949da,false,floss,floss,floss
0b024834549c53512ef18bce89f60ef9225d4819,true,floss,floss,pure
0ba5cf12b9e1b7558ccf0c3a8bbd663f028024ce,false,floss,floss,floss
0baa47fdc29fa6670a8a3560099e231d57a15580,false,floss,floss,floss
0c3e38b782caf22717a3cc52e7b061de68c11263,false,floss,pure,pure
0c5557490a7266ffacd744ffea407d3d3cdbb6bc,true,floss,floss,floss
0c6924494f111dd0c8b4ae5ffa50cedcba142259,false,floss,floss,floss
0c7eea225b7c04549e92c8c7729bf0e7a04aa5c7,false,floss,floss,floss
0cad81aeb9ddaf5dad8b2ab9c6ff6955402c9310,false,floss,floss,floss
0cd7ba4ad251c391b3ba1d41c3a68b95c608106d,true,floss,pure,floss
0cfa2b0c9ea625fd836ae4151926d1dc31665f97,false,pure,floss,floss
0cfb3f6fa59addfd77e040a1824f9fe0513067ec,false,floss,floss,floss
0d03311afb88ab65e0e593087ec4cd12300a7225,false,floss,floss,floss
0d09df354fdf79bcd54720d673c18539ee1dc4b0,true,floss,floss,floss
0d7412f34f571961e1dac85598fa3758c6c91505,true,floss,floss,floss
0d776ca84056a3ec97219fd657489f84612dd439,false,floss,floss,floss
0d9dcd466f966e151173c2a808a5cd250c864fef,false,floss,floss,floss
0dc13e7870b84c67a86163ce72a07ab33681ed06,true,floss,floss,floss
0dd6d32f1fdcdd5d125e380598a13259ac77af2e,false,floss,floss,floss
0dea65de78684176df63798a675e23e72f2defdc,false,floss,floss,floss
0e133c59ef53c3a92030881045b23e460e93ad1f,true,floss,pure,pure
0e3a9a55e484707addf32f73d18014df61c8d8f9,false,floss,floss,floss
0ec82fdd9d5e369f001674c7e5fe38451c354f98,false,floss,floss,floss
0ecffd06890e02abb2be4a70243e424634e530ec,true,floss,floss,floss
0f0d2ab2d5e942775da4aea5894a70b341b00c13,true,floss,pure,pure
0f1e838d17ac90d4d44e3369309b245afa969f33,true,floss,floss,pure
0f2d7d0b9540efa3ea3dfe4f8270c3635afdc63c,false,floss,floss,floss
0f38592da367f7856391a4eefb70ef62e28ed60f,true,floss,floss,pure
0f3f576c8f154702738c12f548784ba407280e13,true,floss,floss,floss
0f4da4ddf025c54287deb1762f84429ac919f7f1,false,floss,floss,floss
0f5dd225de6ae995ddbc6d8d099260ed6eabd501,true,floss,floss,pure
0f5e780781ce3f0cb3732515dacc7e467571a7c9,true,floss,floss,floss
0f60f5eba5bfff80c34df7db0a42d9a457dbbc35,false,floss,floss,floss
0f79427758c58cf9768898115c1da28fd71e3550,false,floss,floss,floss
0f7ebba018f9edf81119da3bdb714fd6c11cda61,true,pure,floss,floss
0f87deabb451a0d6bff76d8d597166bf64799dc5,false,floss,floss,floss
0fd325e2102e171d2980bbb8c9b5935e3dffd0d5,false,floss,floss,floss
0fd38a939de69f14e867c26a4053d9856733b735,false,floss,floss,floss
0ff15e6dff5ff4dc25656a75b4e4dad61633562c,true,floss,floss,pure
106405b1fac1604d13724eb3cac1763dfda417f3,false,floss,pure,floss
1072b3136d14dc6a36cfb52fc23e5f48bd1bae00,false,floss,floss,floss
10debcbd2e39cccd9530f508cd514e6c3debdf63,false,floss,floss,floss
1147ee3a81e483b26b4b8c5d7cc7e55fcc2baeec,false,floss,floss,floss
11489a36920f0f6733750b1b2c63c8dc4657e0ca,true,floss,pure,floss
11496039fb18bb45407246602e31740c56d28157,false,floss,floss,floss
11a51552177a20dac541acc58f02a946f1e6a7f6,false,floss,floss,floss
11e39f16129c1f1d88e865e3d528bbaac96cf996,false,floss,floss,floss
11f13221b5508c399d45b50a8c197c5bd9c8521d,false,floss,floss,floss
11fb30374f65db1c324b2b9960e91ee29e7564db,true,floss,floss,floss
12230bff81e4092cd79ccf3f033c0fdcb0d5887b,true,floss,floss,floss
1227751661e653fb39be1ada369a9eda8f1e9d7f,true,floss,floss,floss
122b7a128541b3d2bd8e6c0c87a292cbb9abc513,true,floss,floss,floss
124d60f572d5c2c4b80bb448f5cc6be3ae578905,true,floss,pure,floss
1253fa07d20562ea3aef4d2f4d367d0e80e338d1,false,floss,pure,floss
1266fec349e76b964b522d11460f1df4adadcb48,false,floss,floss,floss
127cfff26bbed97d2ae9cb3b0a65824d130ec78b,false,floss,floss,floss
1287dfdd0c07f27165535a90eb18413630276d91,true,pure,pure,pure
12ea038b9630a6175a606ef39e429e6ab360a5cb,true,floss,floss,pure
13148e7969086de5ab02e0068a3aebe57249cdc3,false,floss,pure,floss
132cd87c1820b0651838e496ba8d24053a4a6411,true,floss,floss,floss
1332cf6a48151d6b7f48681c5e02961b01a5c55c,false,floss,floss,floss
133acbb5910a47767adb6bcd198d5671fe1af611,false,floss,floss,floss
137607b14c004d071e37247eeaf8ec070dfbe873,false,floss,floss,floss
1390561167132148b810131f6d393434eb521e0f,false,floss,floss,floss
13910dc40077d5d0dadb541c043047f1b7a37be2,false,floss,floss,floss
1403011f314832b3fea1ddb96f5a2381427f3cb1,true,floss,floss,floss
143a5e8b064e442970182cfb349b4f0826683e85,false,floss,floss,floss
1455176273b996217c527f964fb492d987d935cc,true,pure,floss,pure
147238ed4e84193bb9e8fef69ab1d5455f22f50d,true,floss,floss,pure
14edb8c466164d45fed407de7f8217b62306cc3b,true,pure,floss,pure
14f949ba928dfacca917c6ef889f44191b817ba6,true,pure,pure,pure
14fd1f25bbf8e4a7e4fe7f0753d5473a840653a3,false,floss,pure,floss
14fd707a24f98c1fe5b7f0f02be94b33c7e0d798,true,pure,floss,floss
155f524deead57bae4a0996f16c12e283c268a13,false,floss,floss,floss
157ef47b985149f3733a65930710224421c379a2,false,floss,floss,floss
15e6d2be7142ba9c6aee14af1a573a37fa212d01,true,floss,pure,floss
160ea3141c77819807e7c3efb99b69228b67632d,true,pure,floss,floss
1618270f6ced8d2760c3df632ea783fa73096af2,true,pure,floss,pure
16d73851665146c763b24c947e7a157fe24e666b,false,floss,floss,floss
16fe7db1e77baf08aeb53295400361fd56688519,true,pure,floss,floss
17189b167c1632587eb8e227371886ff0882ecad,false,pure,pure,pure
1731e2fe84c1da2a6f4b0d1f73b8fd76c88b3acd,false,floss,floss,floss
174cf761f7897443080b8a840b649b7eab17ae25,true,pure,floss,pure
174dca2cb3e2c860fc947a963ea29b2758c0ba76,true,pure,floss,floss
175a2031b6e27a7f6283926e919214dc799e0bce,true,pure,floss,floss
17a0b86afe1fbd4ed8819267906afa3f76a8dfdc,true,floss,floss,floss
17e6e312f300a57e664cb2e4c8e0feff8ce14492,true,pure,floss,floss
18047f8f7b03252bade273797d0ea33e9765c538,true,pure,floss,floss
182b199334fb89be488b5b3ba6047553b449c58b,true,pure,floss,floss
1880f4a8c80a0511dab8fc746736fe30e9fb6ef2,false,floss,floss,floss
18cd3e3205ac3301ebce0b047aa444e50388083b,false,floss,floss,floss
18da5af1162fa72b964a22d00d7909f992b736ec,true,pure,pure,floss
192c1cf16c7bd1ab02ea8339746217b41be489ef,true,pure,floss,floss
19942c7ecd9f8847debcb8da53db0d80e93ffeac,false,pure,floss,floss
199d2e6d2a127491ae94aaa722c6def10b43a95e,false,floss,floss,floss
19a34140f29118017b9315a272ef31c2d0e18d63,false,floss,pure,floss
19ab54183792795399b6d287bb205e4a1a214dff,true,pure,floss,floss
19b8a60d419341fe2e23bbcf162a1d2dc9479c53,true,pure,pure,floss
19bfafa7e50643d50d98b26c4d58b00940af2f16,true,floss,floss,pure
19f9b63d74693d4de6f6906e9896399d18b4107f,true,pure,floss,pure
19ffcde7090eadb12090616152e530af1cf8caab,true,floss,pure,floss
1a3b5dbcb5fbee5066ceaa2467536119893f7e7f,false,floss,floss,floss
1a5561bd83614b373043ccb342692e6a81059fdb,true,pure,floss,pure
1a5b98ded67c2d096aae77fae4cc3dbfed4f823a,false,floss,floss,floss
1a626e8acbd69d80f19a61b4437cd874cf4a656c,true,pure,floss,floss
1a66206e5ed3086fc52fab57263b4afe4b6ad8d5,false,floss,floss,floss
1a70a4e8b298116a596830a7e58094d6249f9af7,true,pure,pure,floss
1a769fd61c44e46c2d0265328809abe53f51e6d6,true,pure,floss,floss
1ab7373fecc389a165580d9b74b6a94cb8bc8faf,false,floss,floss,floss
1ab93a81c2a883b7be01f7de4b918bd942fc0c18,true,pure,floss,floss
1abff452d317b57e2d4a1985be3b676a6e95c166,true,pure,floss,pure
1ad8bf67a9c82cbb5ff38e5cf785f9fe2516d009,false,floss,floss,floss
1adbea5a068287f42f2421e558f4c404c69aea74,false,floss,floss,floss
1afd8fd7abc445e5752f1184ef8d206d7a9dae65,true,pure,floss,floss
1b0df3897595cf62426e4811670d092b823d3455,false,floss,pure,floss
1b48afa81125f50d944beeff27f21c7838c55e3c,true,pure,floss,floss
1b5691ad2a7d734321d0382e71743a85835556b3,false,floss,floss,floss
1b74205f82184ae9d55b5a9f9d4169fa9dcc4af4,true,floss,floss,floss
1b7974d840b5fcafdfe5e1679c1988c4b1824ca0,true,pure,floss,pure
1b7cdc4328b569333ea60f2c04c3c6940057d130,false,pure,floss,floss
1b997445f4f44e507c7d2fa5e57df4c65653e2a9,false,floss,floss,floss
1ba6f617ed5c4532f7b68bb9cc1cc9493209d8fd,true,pure,floss,floss
1beeb19a3108ea58abb3ba94d76d118376bc308b,true,pure,floss,floss
1bf0dfe64a592f21eee7714fda6d091e7b8c5dbc,false,floss,floss,floss
1c1e6cb5937cf52b4b08c9918b7882a6f0d20cd9,false,floss,floss,floss
1c3bd34d980ecca62162693588b366cb40606643,false,floss,floss,floss
1c57a328ac0174dadb89b309c319c5149d3d1fce,true,pure,pure,pure
1c6878557f78ed10d1036ae3a24d231e080fd156,true,pure,floss,pure
1c6a98f2f841bada927f8234e34c00c805e12741,false,floss,floss,floss
1cad0b0fe368bc3431c9b6ad081cc21e29cdd49a,false,floss,floss,floss
1d01046096057e3323a4d3aaeaded6ddb43c1017,false,floss,floss,floss
1d0d293932d9abc7c4bf54208185947725838f1a,true,floss,floss,floss
1d39f0401bad39ddfb2744e63ded60f5441f37cd,false,floss,floss,floss
1d3f09ce7b3015a235a96ca74aca600c20291d87,true,floss,floss,pure
1d568d4da328327821e73ea16273b23971a47da1,true,floss,floss,floss
1d60b42138a832846d49ff7ab4b323b093841d1a,false,floss,floss,floss
1dff33b621182e689d9e8e9161af6cf4ecb2423c,false,floss,floss,floss
1e3992401c2b21da33266e55996bab2e3b3c6104,false,floss,floss,floss
1e4057383c8d869a4d7885dbcccff5e80c6a96f5,false,floss,floss,floss
1e6800bea49698c6d27b0ab05a1ffb15edff634b,false,floss,pure,floss
1e7f14f4f6cb2bcc709bc447dbfe5811c6c036ac,true,floss,floss,floss
1e88f1d8151bd49d1b480fc12b9ddfc9b7b3a7a0,true,pure,floss,pure
1e978f78c659b689ffc01a8fada2863823957ddb,false,floss,floss,floss
1ed20eca0dc3aa3c652e35301bf6b84bbc09db9d,true,pure,pure,floss
1f1d59d76f49c8d8091d890750a435f7b8d555ff,false,floss,floss,floss
1f7628ce7c1b3f820717eaa44df9b182158eb49e,false,floss,floss,floss
1f91494bc491a9906294899bda2ebc94f92a7cf0,true,pure,floss,pure
1fa2b50a49128b8e53ff713bffe7ad6c2ed604e3,true,floss,pure,pure
1fcea1b56faec73cd0e68e75191cfab0692e0b29,true,pure,pure,floss
1fec4a4281be94f8ef2f9f8a5eaccee56d70e87e,false,floss,floss,floss
1fffb3403b5e37c63bb710d628aca5765dbad92b,false,floss,floss,floss
20078d8167c7cba388bc96c1d40b0458c240cf35,false,floss,floss,floss
200868158e8a5c9b90eb1c2e0bf605c4cad2d2d7,true,pure,floss,pure
202336eea70dce96086c06dcb496733fe2836f65,false,floss,floss,floss
20340e1842317f2564abd59d15eb2c958892f526,false,floss,floss,floss
2075c97f608a853923980865b72147a5c8ef71f0,false,floss,floss,floss
207f9224eb62b3e28a6cd645d23f8585587246fb,false,floss,floss,floss
20839dd0a0dee6e9f09d23d184bbe48f9e9709b7,false,floss,floss,floss
2085b8fd14c4e3c3e39d1f67ba0d2b09bc84e389,true,floss,floss,floss
20912c9ad4d13c23e08715a944fb4cf8103ee4e1,true,pure,pure,pure
20a18eeb019b2363cb1ad3d0ea893272319536cb,false,floss,floss,floss
20b89ba0683837d0322f550ca8304324c886b1cd,true,pure,floss,floss
20d08f393ae87c899b5bea23df66972ea4bebae6,true,pure,floss,floss
2133966288548ce229b218ad32090c4c993512eb,true,floss,pure,floss
2139c449fb207ecc0b6a78f3b76e9a39d7c2f08f,true,floss,floss,floss
213a951c757ac28440033b06ed0c31e6d93172d4,true,pure,floss,floss
214396c6da16b8b1e9abc500e9801d337a32ba0c,false,floss,floss,floss
214dbb8072fbfae99a7c6775c49fc2993f235cc9,false,floss,pure,floss
215d6f166468a2f07ed1c96a055e553cbba963a9,true,pure,floss,pure
21999e2386c28cc67dab29032821af72cba64c09,false,floss,floss,floss
21a74a4f6bc104b9fdc2f01e006a4bb4145ad9d4,true,floss,floss,floss
21ad4038799a17a60d82a7837969d777a90a66a5,false,floss,floss,floss
21cd3e10d2869421168da578e2b7e864284eebf1,true,floss,floss,pure
21dc3d568ccd81b15a7608bb8aa6164690621f5c,true,pure,pure,floss
21fa41ec23311c0d40f57407ba82282948a288d4,false,floss,floss,floss
2208bea83ec75403fe1c1b6c257d846b978c942b,true,pure,floss,floss
227327559491dba9325bdb1a29ea5563ad955127,true,pure,floss,floss
22868333a0491fb55d83499cc3f0b889b8b99c9f,true,pure,pure,floss
2287fe0044117592a38bb07f06672b3a9211d38a,false,floss,floss,floss
22904c197c11ba5ec052321216322e941b11c7a3,false,pure,pure,floss
22c0b5fa53a22ab5e700342290f536357a0783f5,true,pure,floss,pure
22e18f5a348a911f89deed9f9984950de451d28a,false,floss,floss,floss
23208c4091c8dfc0f9481784c672418599123815,true,pure,floss,pure
23344ce98b7755a66accd02998295e90abdb48c0,true,pure,floss,floss
233c685a49b87798edcf415b3a82450fc5efd3ac,false,floss,floss,floss
2346ed8241022882e77433e283ab8ce3004d12b0,false,floss,floss,floss
234c53b41686703029631b6496ddd4ca18fbe3b9,false,floss,pure,floss
2352d97f1d5dcf1ad9750dd8b074b82c3a6e2aca,false,floss,floss,floss
238f84afb3cb7caeb710449b0db2782336583cfb,false,floss,floss,floss
23a1a8e3299f40a4a0bd8b5dfd343c73c34c2319,false,floss,floss,floss
23e1aa4c047061da3ab32f222f2172979967fd45,true,floss,pure,floss
23ec64c45918b5b824951d55ffd97f945b88818f,false,floss,pure,floss
240a46221c873ca7b425c1a3d423ab9321d71b0b,false,floss,floss,floss
2443002bf2fe0ede009a46e195950b28148704ac,false,floss,floss,floss
245b634c02c4685f03fb2a6feb6230096d5d07d4,true,pure,floss,pure
2472f257fc1519c56fc7207cdc7de3893f3272e3,true,pure,floss,pure
247ee146f8cbc215be87efcc227c3c00568361ed,true,pure,floss,floss
2484877189c89e12c0ff67504838b702153aa016,false,floss,floss,floss
24bf5a20ea168e387b9537654b169f1156a32c1b,true,floss,pure,floss
24d185d72bfa3052a0b10089534e30165afc169e,true,pure,floss,pure
24dfae45e4b3e192f3c3a30d33dafaafab0409a1,false,floss,pure,pure
24e5b2ac831bc19348a56d8abdbbb3326f988b78,false,floss,floss,floss
24e6aa2a1dad62200df6202dd700aa92eb6114ca,false,floss,pure,floss
252451c38b8a30701b9dacc8d8281bb23447d454,false,floss,floss,floss
255db5006d5d164a70c6bbdcf2bacb648170068d,true,pure,floss,floss
2575275a04938e361a874ba685e50ac0e88df246,true,pure,floss,floss
25b569563a3c43749b685378914a3285da1a0429,false,floss,floss,floss
25e46f05294fd42c111f2f1d5881082d97c572ea,false,floss,floss,floss
25faad4e09eaf41dbc2b832e98b5465590198b90,true,floss,floss,floss
2619dbf5690c56f398013bc27874372b84f5ea8b,false,floss,pure,floss
261c2349b4b1d9ffb5bfa9c34065a4f5e1cbac21,false,floss,floss,floss
262bc7ce2535cb446096f2375203d9ea7181248b,false,floss,floss,floss
262dfed6c0f1ab112e33074aafa5673988f61a39,false,floss,floss,floss
265964064bd5012b871101e884d7e2032a44e32a,false,floss,floss,floss
266e297e8ad5cc00364b376874c9187232779dea,false,floss,floss,floss
268308874eb2dc1a1085405e34cadce0f85e9621,false,pure,floss,pure
2691784703031158e712a751662e4bc48c94de71,false,floss,floss,floss
26a00665106eeadd3f8c6249fe9e670ffd3483db,false,pure,pure,floss
26dfdac558a32c41b366ae6ba5afd5e00a3eda5e,false,floss,floss,floss
26f01c99bdeb7767a25afedaa74b5449c6663f85,true,pure,pure,pure
26f3b305b72f3e4a2cb1eae5bdb9c342619ba55e,true,pure,floss,floss
27270fdd0506e9909cdca14e40f1cf6d9c6f4c41,false,pure,floss,floss
273dc7e6dbfa9d8db717b9d90e6b8f117e982e7e,false,floss,floss,floss
275635e5b7f97e5c2130b18b81197907b5f027af,true,pure,floss,pure
276fccb1706557d2de55f8edf32966927265d692,false,floss,floss,floss
2782e0beb47dd18e2bd332409e700b953d925a4b,false,floss,floss,floss
278a5e86001b1fd094da2e0d05ea48e8f7eb9e1f,false,floss,floss,floss
27aa77afb32f9456506d025e6f3f5ae767d5e113,false,floss,floss,floss
27c6ac63cb1b2ad99a43ce00caa58074bff92ac6,true,floss,pure,floss
27f147c6a6d54a4fec3d3678ad8877c217d125ce,false,floss,pure,floss
2816a0b6f858c8bd56a6f0556c0d3573e7bf7262,true,pure,floss,pure
2822f2a129b0debed59cad0566022ee51b200d6e,false,floss,floss,floss
28427c72f103fa204ad34dc54efae36e72504c47,true,floss,floss,pure
285332571b2f912a041174263ac2769691878b70,false,floss,floss,floss
28621142fdf07297ee3a5ff4a88ce1dac53b2f99,false,pure,floss,floss
28ace65f118ff46f79f59070b9b9394cf350a552,false,floss,floss,floss
28bc2ba67a29f879ee7b840b46f383281dd1fe8a,true,pure,floss,floss
28bea9c1871f65ce98a47bff9b7dd7afa710e338,true,pure,floss,floss
28e403ac055f137975b29713a5e8e0cc85646a41,true,pure,floss,floss
28fa230cfb5f120c3a018f84723d5ce5121a5a87,true,pure,floss,floss
292c713ddb16337d325cd094ef0d237a3d6e12db,false,floss,pure,floss
297f530c246a8dcfa3372d33204f17c2edee7b45,true,pure,pure,pure
29819e07363f91230fd054c0f94ced1861e66e92,true,pure,floss,pure
29860c18244c4e2f611ce395bf0995349b1dbcaa,true,floss,floss,floss
2999bef8abc14d836adc161339765dd87e65daf0,false,floss,floss,floss
299b7be0258dbd5ba55a105e70ddfb919f12ea09,false,floss,floss,floss
29c90c77b9a5d0e94c08c6666e7919dd8b1d43e4,true,floss,floss,floss
29d8dffda4849e6079315f69e9c7d9fa2527c527,true,pure,floss,pure
2a15724579a36a93b9207e2982bac9947ef01a39,true,floss,floss,floss
2a2ab57ece21c779ecad793bc124dfe2de463fd1,false,floss,floss,floss
2a505ca16631b1307d664c28e054ac0eec761d31,false,floss,floss,floss
2a51bbfba543c48f3b7b34d92baf7de7ca78fe65,false,floss,floss,floss
2a6ec87146397eb704d3a27d3e50d4fb07e9c26a,true,pure,floss,floss
2a8986aea507b60245342b44ea11fb4f1b05e18f,true,pure,floss,floss
2a8afdeeb8e4f21f65b051ef144cc756dee68f95,true,pure,floss,floss
2a99789924b2f56d716a8a3d56350ffba0e53366,true,pure,floss,floss
2aa7759b8b0d959abddbc6c5e5a83f86755c8d7c,false,floss,floss,floss
2ab585fb255f4f6ce81027719997329966dbaf4d,false,floss,floss,floss
2b1a683afcf853b10564e352c4c615bc1b35ead1,false,floss,floss,floss
2b1b76a0dfc2c15eeea9d475ded69a2197762b69,false,floss,pure,floss
2b62df244cb9e047d13c9c6dadcf44a26505b036,false,floss,floss,floss
2b7d2ec779fa2f2ba09da7f17af13910a690e13d,false,floss,floss,floss
2b7d644d8e3da043e44f85c72b48d8fa7faffd73,false,floss,floss,floss
2b86c9a4fd76254ca74e872e85c1ada4ebe981bc,true,pure,pure,floss
2b90ac1a1671b4071d9aa6f18e852021bc66702d,false,floss,floss,floss
2b95138f70f4ecf8cd6bcc969cf5b10d1266bed2,true,pure,floss,floss
2bac12c3ed67ac35b76af2ba8554bba66de39e2a,true,pure,floss,floss
2bb02a3266612527333bf91fa5db28759991a2de,true,pure,floss,pure
2bc5f0c61ddb428b4826d83d42dad473eaeac002,true,floss,floss,pure
2c3e2dfc2cc11ac26465ebf46d4b68a9524dff13,false,floss,floss,floss
2c41515409545cf28e40015805d2907bbe9ba131,true,pure,floss,floss
2c43abc1dc41c88d3fa3628b3d6eb75bddaa233a,true,pure,floss,floss
2c5a80a16f3699287971b3fcdf38fbb4c42b84ae,false,floss,pure,floss
2c879f43bf50b409187fc077036f4cc08b2d19b1,false,floss,pure,floss
2c8d2013950575eaff87941073a5fc769328fcff,false,floss,pure,floss
2c8d36a21b05314d0fbec64e7372b57e6e82a178,false,floss,floss,floss
2c9e6c37dc22d3540a8b1139fc2cb32ee4d1ead8,false,floss,floss,floss
2ca2d612888a542da66c256c8a76ac47419b2aa4,true,pure,pure,floss
2cfc2b322fa830816076de07a62992dc8c4f5d4c,false,floss,floss,floss
2d34e1ca3b341356463adae08334d9bb31277b24,false,floss,pure,floss
2d54de6488dfa46b3bcb14b0c69bcfa627a9a2fc,false,floss,floss,floss
2d6a2e8988f3f829842649fb76149915b012010f,true,pure,floss,pure
2da4d0d85ce1e5c29accedeaf0f22b938f08b0de,false,floss,floss,floss
2dbae87c781b994e0c03ad6aa9e54118ddeddfde,true,pure,floss,floss
2dbf04b7daa8127fca0f04abfc54b0c40a52bfa3,true,pure,pure,floss
2dec2116404b5763656a0f77a6fa73ffda0a657f,false,pure,floss,floss
2e09f0dd9e9a6cd6ebebce847d6b85053937936b,false,floss,floss,floss
2e352e269754cbd3985b35f0dcc52c58e25ffdd7,false,floss,floss,floss
2e3727e3ff682dbab734aaccf641360bc62a8561,false,floss,floss,floss
2e50133e885feb2ddbf6e29df8404310f4370e6c,false,floss,floss,floss
2e5f6efa7ee53f03243fc4f3749c6f1ce36b1896,false,floss,pure,floss
2e7d1f83f53d0aa2ffc52af6d8531c0355318484,false,floss,floss,floss
2e9bd3702b3ecc73a814b50ac3bfd6a823903324,false,floss,floss,floss
2ea7bc5eef9b7ec2ab26263e091f9cdb77aac699,false,floss,floss,floss
2ede7fc4beb1c19969700ce5079e8c764740e05a,true,pure,floss,floss
